Name,age,country,category,image,marital_status,Education,net_worth,Degree,first_name,Gender
Scott Gomez,40.0,United states,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Scott-Gomez.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Syracuse University,36,Post Graduate,Scott,male
Todd Bertuzzi,44.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/08/Todd-Bertuzzi.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,36,Post Graduate,Todd,male
Roberto Luongo,42.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/04/RobertoLuongo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Antoine de St-Exupéry High School,36,high school,Roberto,male
Henrik Lundqvist,39.0,Others,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/01/Henrik-Lundqvist.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,35,high school,Henrik,male
Teemu Selanne (NHL),49.0,Others,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/04/a9d71fe9f7322c7d164b49a1d93dc052.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,35,high school,Teemu,male
Bobby Orr,73.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Bobby-Orr.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,R. S. McLaughlin High School,35,high school,Bobby,male
Paul Stastny,34.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Paul-Stastny.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Denver,34.8,Post Graduate,Paul,male
Markus Naslund,46.0,Others,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Markus-Naslund3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,33,high school,Markus,male
Jason Pominville,37.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/07/Jason-Pominville.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,31,Post Graduate,Jason,male
Mats Sundin (NHL),48.0,Others,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/05/1322752-img-sport-hokej-nhl-sundin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,31,high school,Mats,male
Theoren Fleury,51.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Theoren-Fleury.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Andy Murray Hockey School,30,Graduate,Theoren,others
Sidney Crosby,33.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/06/Penscrosby1205.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Harrison Trimble High School,30,high school,Sidney,male
Mikko Koivu,36.0,Others,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/09/Mikko-Koivu.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,30,high school,Mikko,male
Brent Burns,34.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Brent-Burns.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,30,Post Graduate,Brent,male
Ryan Getzlaf (NHL),34.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/04/1440904-1495-in.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Robert Usher Collegiate,30,Graduate,Ryan,male
Mike Fisher,40.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/11/Mike-Fisher.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,30,Post Graduate,Mike,male
Marc Savard,43.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/11/Marc-Savard-Widescreen-Wallpaper-HockeyWallpapers.net-.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,30,Post Graduate,Marc,male
Scott Niedermayer,47.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/20111113-Niedermayer-lg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,30,Post Graduate,Scott,male
Eric Lindros,48.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Eric-Lindros.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,30,Post Graduate,Eric,male
Adrian Aucoin,46.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/10/Adrian-Aucoin.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,26.6,Post Graduate,Adrian,male
Zdeno Chara,42.0,Others,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2022/02/Wendy-Williams.jpg?q=50&fit=crop&w=320&h=160&dpr=1.5 ,married,Algonquin College,26,Graduate,Zdeno,male
Valtteri Filppula (NHL),35.0,Others,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/10/Valtteri-Filppula.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,25,high school,Valtteri,male
Milan Michalek,35.0,Others,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Milan-Michalek.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,25,high school,Milan,male
Andrew Ladd,34.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/06/Andrew-Ladd.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,25,Post Graduate,Andrew,male
Evgeni Malkin,34.0,Russia,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Evgeni-Malkin1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kuibyshev Civil Engineering Institute,25,Graduate,Evgeni,male
Joe Pavelski,35.0,United states,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Joe-Pavelski.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Wisconsin,24,Post Graduate,Joe,male
Dennis Wideman,36.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/12/Dennis-Wideman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,McMaster University,24,Post Graduate,Dennis,male
Shea Weber (NHL),34.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/05/shea-weber-9f10dc611f86284a.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,McMaster University,24,Post Graduate,Shea,female
Claude Giroux,32.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Claude-Giroux.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Béatrice-Desloges High School,23,high school,Claude,male
Dominik Hasek (NHL),55.0,Others,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/ap-nhl-awards-dominik-hasek-4_3_rx812_c1080x810.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Hradec Králové,23,Post Graduate,Dominik,male
Milan Lucic,31.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/07/Milan-Lucic.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,22.5,Post Graduate,Milan,male
Kris Letang,32.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/09/Kris-Letang.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,22,Post Graduate,Kris,male
Nathan Horton,34.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/06/Nathan-Horton.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,22,Post Graduate,Nathan,male
Nikolai Khabibulin (NHL),47.0,Russia,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/05/111837468.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kuibyshev Civil Engineering Institute,22,Graduate,Nikolai,male
Nick Schultz,37.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Nick-Schultz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,21.8,Post Graduate,Nick,male
Chris Gratton,44.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/09/Chris-Gratton.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,21,Post Graduate,Chris,male
Ray Bourque (NHL),59.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/88719151.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,20,Post Graduate,Ray,male
Marc Andre Fleury,36.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/08/Marc-Andre-Fleury.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Pittsburgh,20,Post Graduate,Marc,male
Tim Thomas,47.0,United states,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Thomas_Tim_2010-11Head_Credit-Steve-Babineau-NHLI-via-Getty-Images.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Vermont ,20,Post Graduate,Tim,male
Ray Whitney,47.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/12/Ray-Whitney.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,19.9,Post Graduate,Ray,male
Tobias Enstrom,35.0,Others,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/10/Tobias-Enstrom.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,19.5,high school,Tobias,male
Peter Forsberg (NHL),46.0,Others,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/05/621188.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,19,high school,Peter,male
Jarome Iginla (NHL),42.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/05/iginla_jarome_1340px.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,18,Post Graduate,Jarome,others
Martin St. Louis (NHL),44.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/nhl_newarrivals_11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Vermont,18,Post Graduate,Martin,male
Filip Kuba,43.0,Others,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/12/Filip-Kuba.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,17.8,high school,Filip,male
John Tavares (NHL),29.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/10/John-Tavares-NHL.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,St. Thomas Aquinas Catholic Secondary School,17,Graduate,John,male
Andrew Ference,40.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Andrew-Ference.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,16.5,Post Graduate,Andrew,male
Erik Karlsson,29.0,Others,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/10/Erik-Karlsson.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,16.5,high school,Erik,male
Saku Koivu (NHL),45.0,Others,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/04/a9094442322b5bcd99f9fe7251fe9da9.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,16,high school,Saku,others
Ryan O'Reilly,28.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Ryan-OReilly_.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,McMaster University,15.4,Post Graduate,Ryan,male
Matt Moulson,36.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Matt-Moulson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Cornell University,15.3,Post Graduate,Matt,male
Jamie Benn,30.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/10/Jamie-Benn.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Stelly's Secondary School,15,Graduate,Jamie,female
Alex Burrows,38.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/08/Alex-Burrows.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,15,Post Graduate,Alex,male
Victor Hedman,29.0,Others,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/10/Victor-Hedman.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,14,high school,Victor,male
Olli Jokinen (NHL),41.0,Others,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/04/Jokinen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,14,high school,Olli,male
Henrik Zetterberg,39.0,Others,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/08/Henrik-Zetterberg.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,13,high school,Henrik,male
Taylor Hall,28.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/12/Taylor-Hall1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,McMaster University,12.3,Post Graduate,Taylor,male
Don Cherry,87.0,Others,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Don-Cherry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,12,high school,Don,male
Jakub Voracek,30.0,Others,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/06/Jakub-Voracek.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,12,high school,Jakub,male
Slavica Ecclestone,62.0,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Slavica-Ecclestone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Unknown,1200.0,Graduate,Slavica,female
Victoria Beckham,46.0,United kingdom,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/victoria_beckham_bob_brown_bla.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,450,Graduate,Victoria,female
Kathy Ireland,58.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Kathy-Ireland1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,360,Post Graduate,Kathy,female
Gisele Bundchen,39.0,Brazil,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/06/gb2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Drop Out,360,Graduate,Gisele,others
Tamara Ecclestone,36.0,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/tamara_ecclestone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Drop Out, London School of Economics/Univ. College London",300,Graduate,Tamara,female
Jane Holzer,80.0,Others,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/jane_holzer_2011_12_02.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,200,high school,Jane,female
Juanita Jordan,61.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/03/Juanita-Jordan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,170,Post Graduate,Juanita,female
Sofia Vergara,48.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/sofia-vergara.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Colegio Marymount,160,Graduate,Sofia,female
Paris Hilton,40.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/12/paris-hilton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Canterbury Boarding School,100,Graduate,Paris,male
Cindy Crawford,55.0,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/04/Cindy_Crawford.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Northwestern University (Drop Out), DeKalb High School",100,Post Graduate,Cindy,female
Elin Nordegren,41.0,Others,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/03/1374274322_78220062_elin-nordegren-zoom.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,100,high school,Elin,female
Lydia Hearst-Shaw,36.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/lydia-hearst.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Sacred Heart University,100,Post Graduate,Lydia,female
Elle Macpherson,57.0,Australia,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/Elle_Macpherson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Melbourne,95,Post Graduate,Elle,female
Tyra Banks,47.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/06/tyra-banks.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Immaculate Heart High School, JB Middle School ",90,high school,Tyra,female
Christie Brinkley,67.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/christie-brinkley-774871.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Le Lycée Français de Los Angeles,80,Graduate,Christie,female
Adriana Lima,39.0,Brazil,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/adriana_lima_victorias_secret.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",75,Post Graduate,Adriana,female
Kate Moss,47.0,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/03/kate_moss.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Ridgeway Primary School, Riddlesdown Collegiate",72,Graduate,Kate,female
Heidi Klum,47.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/heidi-klum1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,70,Post Graduate,Heidi,female
Claudia Schiffer,50.0,Germany,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/claudia-schiffer-6-6-08.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hurtwood House school,55,Graduate,Claudia,female
Twiggy,71.0,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/t11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Brondesbury and Kilburn High School,50,high school,Twiggy,others
Monica Bellucci,56.0,Italy,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/01/Monica-Bellucci1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Perugia,45,Post Graduate,Monica,female
Daisy Fuentes,54.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/Daisy-Fuentes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Bergen Community College, Harrison High School",45,Graduate,Daisy,female
Brigitte Bardot,86.0,France,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Brigitte-Bardot.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ecole Polytechnique (Bachelor of Arts & Science),45,Graduate,Brigitte,female
Naomi Campbell,50.0,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/Naomi-Campbell_22.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Italia Conti Academy of Theatre Arts,  Barbara Speake Stage School",45,Graduate,Naomi,female
Erica Baxter,43.0,Australia,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/10/eb3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Melbourne,45,Post Graduate,Erica,female
Alessandra Ambrosio,40.0,Brazil,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Alessandra_Ambrosio.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",45,Post Graduate,Alessandra,female
Kiera Chaplin,38.0,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Kiera-Chaplin2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,42,Graduate,Kiera,female
Katie Price,42.0,United kingdom,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/katie-price-jan-2013-four2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced, Blatchington Mill School,40,Graduate,Katie,female
Aishwarya Rai,47.0,India,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/Aishwarya-Rai.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Raheja College,  DG Ruparel College (HSC), Jai Hind Colleg, Arya Vidya Mandir High School",35,Graduate,Aishwarya,others
Natalia Vodianova,39.0,Russia,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Natalia_Vodianova.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Kuibyshev Civil Engineering Institute,35,Graduate,Natalia,female
Elizabeth Hurley,55.0,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/04/elizabeth-hurley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Harriet Costello School,35,Graduate,Elizabeth,female
Erin Wasson,39.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/04/Erin-Wasson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Syracuse University,30,Post Graduate,Erin,female
Gigi Hadid,25.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2021/04/Gigi-Hadid-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Malibu High School,29,high school,Gigi,male
Vanessa L. Williams,58.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/vanessa-williams-picture-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,28,Post Graduate,Vanessa,female
Bar Refaeli,35.0,Others,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/Bar-Refaeli3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,25,high school,Bar,others
Rebecca Romijn,47.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/04/romijn1a2611.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of California at Santa Cruz,25,Post Graduate,Rebecca,female
Bar Rafaeli,35.0,Others,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/bar_refaeli.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,25,high school,Bar,others
Iman,65.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/iman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,25,Post Graduate,Iman,male
Diane Kruger,44.0,Germany,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/11/Diane-Kruger.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Royal Ballet in London,24,Graduate,Diane,female
Richest Young Models In U.K - Wealthy UK Models,53.0,Others,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/04/Rosie-Huntington-Whiteley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,24,high school,Richest,others
Cheryl Tiegs,73.0,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Cheryl-Tiegs.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"California State University - Los Angeles, Alhambra High School",24,Post Graduate,Cheryl,female
Liu Wen,32.0,China,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/01/Liu-Wen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Shenzhen University,23,Post Graduate,Liu,female
Karlie Kloss,28.0,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Karlie-Kloss.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Gallatin School of Individualized Study, Webster Groves High School",21,high school,Karlie,female
Devon Aoki,38.0,Japan,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Devon-Aoki.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Seiryo High School,20,high school,Devon,male
Elisabetta Gregoraci,41.0,Italy,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/02/Elisabetta-Gregoraci.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Perugia,20,Post Graduate,Elisabetta,female
Kate Upton,28.0,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/01/kate-upton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,"Holy Trinity Episcopal Academy, University of Michigan",20,Post Graduate,Kate,female
Linda Hogan,61.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/05/Linda-Hogan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Chatsworth High School in California,20,high school,Linda,female
Shannon Tweed,64.0,Canada,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Shannon-Tweed.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Mount Royal Collegiate Institute,20,Graduate,Shannon,female
Holly Valance,36.0,Australia,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/11/Holly-Valance.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Melbourne,20,Post Graduate,Holly,female
Riley Keough,31.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/11/rk1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,20,Post Graduate,Riley,male
Barbi Benton,71.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/tumblr_le61xiwtUo1qarn5zo1_500.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Rio Americano High Schoo,20,Graduate,Barbi,female
Carolyn Murphy,46.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Carolyn-Murphy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,20,Post Graduate,Carolyn,female
Molly Sims,47.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/04/molly-sims.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Murray High School,20,high school,Molly,female
Marisa Miller,42.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/02/Marisa-Miller.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Aptos High and Monte Vista Christian School,20,Graduate,Marisa,female
Doutzen Kroes,36.0,Others,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/Doutzen_Kroes_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,19,high school,Doutzen,others
Miranda Kerr,37.0,Australia,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Miranda-Kerr1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,All Hallows' School ,18,Graduate,Miranda,female
