Name,age,country,category,image,marital_status,Education,net_worth,Degree,first_name,Gender
Linda Evangelista,55.0,Canada,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Linda-Evangelista.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Denis Morris Catholic High School,18,high school,Linda,female
Niki Taylor,46.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/02/Niki-Taylor.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Cooper City High School,18,high school,Niki,female
Torrie Wilson,44.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/01/Torrie-Wilson-hd-Wallpaper_1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,18,Post Graduate,Torrie,female
Cara Delevingne,27.0,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/12/cara-delevingne-7.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Bedales School, Francis Holland School",18,Graduate,Cara,female
Olga Kurylenko,41.0,France,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/10/ok1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Ecole Polytechnique (Bachelor of Arts & Science),18,Graduate,Olga,female
Christy Turlington,52.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Christy_Turlington_LF.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,18,Post Graduate,Christy,female
Tera Patrick,44.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Tera-Patrick-001.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Boise State University,17,Post Graduate,Tera,female
David Gandy,41.0,United kingdom,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/David-Gandy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Gloucestershire,16,Post Graduate,David,male
Carmen Electra,48.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Carmen-Electra2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Princeton High School, Sharonville, School of Creative & Performing Arts",16,high school,Carmen,female
Daria Werbowy,37.0,Canada,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Daria-Werbowy-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Cawthra Park Secondary School,16,Graduate,Daria,female
Jerry Hall,64.0,Others,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Jerry-Hall.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,15,high school,Jerry,male
Marcus Schenkenberg,52.0,Others,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/02/Marcus-Schenkenberg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,15,high school,Marcus,male
Eva Mendes,47.0,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Eva-Mendes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Hoover High School, California State University (left)",15,Post Graduate,Eva,female
Cindy Margolis,55.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Cindy-Margolis3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"California State University, Northridge",15,Post Graduate,Cindy,female
Samara Martins,25.0,Others,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/Samara_Martins_Net_Work.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,15,high school,Samara,female
Yolanda Foster,57.0,Others,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/06/Yolanda-Hadid.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,15,high school,Yolanda,female
Fabio,60.0,Italy,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/12/Fabio.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Perugia,15,Post Graduate,Fabio,male
Stephanie Seymour,52.0,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/11/ss14.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,15,Post Graduate,Stephanie,female
Carla Bruni-Sarkozy,53.0,France,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/carla-bruni-sarkozy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,BA Architecture - Sorbonne,15,Graduate,Carla,female
Tyson Beckford,50.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Tyson-Beckford.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Pittsford Mendon High School ,14,high school,Tyson,male
Natasha Poly,35.0,Russia,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Natasha-Poly.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kuibyshev Civil Engineering Institute,14,Graduate,Natasha,female
Lily Cole,33.0,United kingdom,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/lily-cole.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,"King's College, Cambridge ",14,Graduate,Lily,female
Lara Stone,37.0,Others,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/lara-stone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,14,high school,Lara,female
Petra Nemcova,40.0,Others,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/06/Petra-Nemcova.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Cambridge University and London Business School,13,Post Graduate,Petra,female
Gigi Hadid,24.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2021/04/Gigi-Hadid-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Malibu High School,13,high school,Gigi,male
Joan Smalls,31.0,Others,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/joan-smalls-attending-the-19.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Interamerican University of Puerto Rico ,13,Post Graduate,Joan,female
Rosie Huntington-Whiteley,33.0,United kingdom,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/Rosie_Huntington-Whiteley_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Tavistock College, Milton Abbot Primary School",13,Graduate,Rosie,female
Djimon Hounsou,55.0,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Djimon-Hounsou.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,12,Post Graduate,Djimon,others
Bella Hadid,23.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/03/Bella-Hadid.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Parsons School of Design (BA Photography),12,Graduate,Bella,female
Baptiste Giabiconi,31.0,France,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Baptiste-Giabiconi.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Ecole Polytechnique (Bachelor of Arts & Science),10,Graduate,Baptiste,male
Pilar Sanders,46.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/pilar-sanders-21.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,10,Post Graduate,Pilar,female
Brooklyn Decker,34.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Brooklyn_Decker_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,David W. Butler High School,10,high school,Brooklyn,female
Hope Dworaczyk,36.0,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/07/Hope-Dworaczyk.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,10,Post Graduate,Hope,female
Crystal Harris,34.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/02/Crystal-Harris.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,San Diego State University,10,Post Graduate,Crystal,female
Kelly Hu,51.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/11/kh12.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Pepperdine University ,10,Post Graduate,Kelly,female
Chrissy Teigen,34.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/11/Chrissy-Teigen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Huntington Beach High School,10,high school,Chrissy,female
Karolina Kurkova,37.0,Others,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/11/karolina-kurkova.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,10,high school,Karolina,female
Candice Swanepoel,32.0,South africa,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Candice-Swanepoel.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,National School of the Arts,10,Graduate,Candice,female
Kelly Brook,41.0,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/Kelly_Brook1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Italia Conti Academy, Thomas Aveling School",10,Graduate,Kelly,female
China Chow,47.0,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/Chow_Sd3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Scripps College,10,Graduate,China,others
Lili Estefan,54.0,Others,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/Lili-Estefan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,10,high school,Lili,female
Anna Anka,49.0,Others,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/Anna-Anka.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,10,high school,Anna,female
Laird Hamilton,57.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/Laird-Hamilton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kapaa High School,10,high school,Laird,male
Katarina Witt,54.0,Germany,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/12/Katarina_Witt_Wallpaper.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hurtwood House school,9,Graduate,Katarina,female
Jay Z,51.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/03/Jay-z-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Trenton Central High School, George Westinghouse Career and Technical Education High School ",1400.0,high school,Jay,male
Paul McCartney,78.0,United kingdom,musicians,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/Paul_McCartney.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Liverpool Institute, Joseph Williams Junior School, Stockton Wood Road Primary School",1280.0,Graduate,Paul,male
Andrew Lloyd Webber,73.0,United kingdom,musicians,https://static3.therichestimages.com/wordpress/wp-content/uploads/2021/04/Andrew-Lloyd-Webber-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Royal College of Music,1200.0,Graduate,Andrew,male
Herb Alpert,86.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/Herb-Alpert.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Southern California,850,Post Graduate,Herb,male
Sean Combs - Diddy,51.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Diddy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Howard University and Mount Saint Michael Academy,825,Post Graduate,Sean,male
Dr. Dre,54.0,United states,musicians,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/11/Dr.-Dre.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Fremont High School,800,high school,Dr.,others
Madonna,62.0,United states,musicians,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/06/madonna.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"University of Michigan, R. Adams High School",580,Post Graduate,Madonna,female
Emilio Estefan,68.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/02/bigstock-Emilio-Estefan-Jr-at-the-Holl-57049295.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,500,Post Graduate,Emilio,male
Elton John,74.0,United kingdom,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/06/bigstock-LOS-ANGELES-JAN-Elton-J-20285567.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Pinner Wood Junior School, Reddiford School, Pinner County Grammar School",480,Graduate,Elton,male
Coldplay,53.0,United kingdom,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/04/Coldplay.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,475,Graduate,Coldplay,others
Jimmy Buffett,73.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/Jimmy-Buffer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Southern Mississippi, Pearl River Community College, McGill Institute for Boys",430,Graduate,Jimmy,male
Mick Jagger,77.0,United kingdom,musicians,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/02/Mick-Jagger.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,London School of Economics,360,Graduate,Mick,male
Ringo Starr,79.0,United kingdom,musicians,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/ringo_starr.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Dingle Vale Secondary Modern School,350,Graduate,Ringo,male
Bruce Springsteen,71.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/04/Bruce-Springsteen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Freehold High School, Ocean County College",345,Graduate,Bruce,male
Keith Richards,77.0,United kingdom,musicians,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/06/keith-richards.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Sidcup Art College, Dartford Technical High School",340,Graduate,Keith,male
Lady Gaga,35.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/03/Lady-Gaga-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,New York University (drop out),320,Post Graduate,Lady,others
Neil Sedaka,80.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/Neil-Sadaka.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Abraham Lincoln High School, Juilliard School of Music's Preparatory Division for Children",300,high school,Neil,male
Gene Simmons,71.0,United states,musicians,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/gene-simmons.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,300,Post Graduate,Gene,male
Jon Bon Jovi,59.0,United states,musicians,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/Jon-Bon-Jovi-Wallpaper-musician.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Sayreville War Memorial High School,300,high school,Jon,male
Sting,68.0,United kingdom,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/sting.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Northern Counties College of Education, St Cuthbert's Grammar School",300,Graduate,Sting,others
L.A. Reid,64.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/L.A.-Reid.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Harvard Business School,300,Graduate,L.A.,others
Dhani Harrison,42.0,United kingdom,musicians,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/08/tumblr_mqce5tv6hY1s3dkbvo1_400.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Shiplake College, Brown University",275,Graduate,Dhani,others
Roger Waters,77.0,United kingdom,musicians,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/roger-waters.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Regent Street Polytechnic ,270,Graduate,Roger,male
Phil Collins,70.0,United kingdom,musicians,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Phil-Collins.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,Chiswick County School for Boys,260,Graduate,Phil,male
Don Henley,73.0,United states,musicians,https://static3.therichestimages.com/wordpress/wp-content/uploads/2021/04/Don-Henley-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"North Texas State University, Stephen F. Austin State University",250,Post Graduate,Don,male
Tim Rice,76.0,United kingdom,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/11/Tim-Rice-Photo-by-Helen-Maybanks2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Sorbonne University, Paris, St Albans School, Lancing College, Aldwickbury School ",250,Graduate,Tim,male
Eric Clapton,75.0,United kingdom,musicians,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/eric-clapton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Kingston College of Art, Hollyfield School",250,Graduate,Eric,male
Master P,53.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/master-p.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Oakland's Merritt Junior College,250,Graduate,Master,others
Rod Stewart,76.0,United kingdom,musicians,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Rod-Stewart_2011.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,William Grimshaw Secondary Modern School ,235,Graduate,Rod,male
David Bowie,74.0,United kingdom,musicians,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/David-Bowie.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,230,Graduate,David,male
Ozzy Osbourne,72.0,United kingdom,musicians,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/28504001.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,220,Graduate,Ozzy,male
Lou Adler,87.0,United states,musicians,https://static2.therichestimages.com/wordpress/wp-content/uploads/Lou-Adler1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,200,Post Graduate,Lou,male
Sean Lennon,45.0,United states,musicians,https://static0.therichestimages.com/wordpress/wp-content/uploads/Sean-Lennon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Ethical Culture Fieldston School, Dalton School, Columbia University",200,Post Graduate,Sean,male
Lars Ulrich,56.0,Others,musicians,https://static3.therichestimages.com/wordpress/wp-content/uploads/Lars-Ulrich.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,200,high school,Lars,male
Tony Bennett,93.0,United states,musicians,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/07/Tony-Bennett.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,New York's School of Industrial Art,200,Graduate,Tony,male
Usher,42.0,United states,musicians,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/04/Usher-001.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,North Springs High School,180,high school,Usher,others
