Name,age,country,category,image,marital_status,Education,net_worth,Degree
Carly Simon,74,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Carly-Simon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (James Hart),Riverdale Country School and Sarah Lawrence College,$65 Million,Graduate
Christine McVie,76,United kingdom,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/11/christine-mcvie.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (John McVie),An Art College in Birmingham,$65 Million,Graduate
Brad Paisley,48,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Brad-Paisley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Kimberly Williams-Paisley),"Belmont University, Mike Curb School of Music Business",$65 Million,Graduate
Queen Latifah,51,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Queen-Latifah.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Irvington High School,$60 Million,high school
Ricky Martin,48,N/A,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/rickyxxx.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$60 Million,
Aretha Franklin,79,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Aretha-Franklin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Glynn Turman),,$60 Million,
James Taylor,71,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/James-Taylor.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,"Married (Caroline ""Kim"" Smedvig)","Milton Academy, Elon University",$60 Million,Graduate
Annie Lennox,65,N/A,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Annie-Lennox.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Mitchell Besser),,$60 Million,
Loretta Lynn,89,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Loretta-Lynn.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Oliver Lynn),,$60 Million,
Tori Amos,56,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/07/Tori-Amos-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Mark Hawley),Richard Montgomery High School,$60 Million,high school
Diane Warren,64,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/05/Diane-Warren-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Los Angeles Pierce College and California State University, Northridge",$60 Million,Graduate
Nathan Morris,48,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Nathan-Bartholomew.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Philadelphia High School for the Creative and Performing Arts ,$60 Million,high school
David Beckham,45,United kingdom,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/05/David-Beckham-New-Hairstyle-2012-david-beckham-30515174-1707-2560.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Victoria Adams),Bradenton Preparatory Academy (drop out) ,$670 Million,Graduate
Cristiano Ronaldo,36,N/A,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2021/03/Face-of-Cristiano-Ronaldo-wearing-Portugal-national-team-shirt.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship with Georgina Rodríguez since 2016,,$500 Million,
Lionel Messi,33,N/A,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/12/Lionel-Messi.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Antonella Roccuzzo),J. P. Stevens High School,$400 Million,high school
Dave Whelan,84,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Dave_Whelan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$210 Million,
Neymar da Silva Santos Junior,29,Brazil,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/05/Neymar.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$185 Million,
Wayne Rooney,35,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/11/Wayne-Rooney.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Coleen Rooney),De La Salle Humanities College,$160 Million,Graduate
Alexandre Pato,30,Brazil,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/07/Alexandre-Pato.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Sthefany Brito),,$145 Million,
Francesco Totti,43,Italy,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/11/Francesco-Totti.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Ilary Blasi),,$101.6 Million,
Jose Mourinho,58,N/A,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/08/Jose-Mourinho.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,"Married (Matilde ""Tami"" Faria)",Technical University of Lisbon and Instituto Superior de Educação Física (ISEF),$100 Million,Graduate
Pele,80,Brazil,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/Pele.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Assíria Lemos Seixas),,$100 Million,
Philipp Lahm,36,Germany,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/04/Philipp-Lahm.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Claudia Schattenberg),Ashford University,$100 Million,Graduate
Eden Hazard,29,Belgium,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/08/Eden-Hazard.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Natacha Van Honacker),,$100 Million,
Kaka,38,Brazil,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Kaka-ricardo-kaka.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Caroline Celico),Colegio Batista Brasileiro,$100 Million,Graduate
Samuel Eto,40,N/A,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Samuel-Eto.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Georgette Eto'o),,$95 Million,
Gareth Bale,30,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/09/Gareth-Bale.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Emma Rhys-Jones),Whitchurch High School,$90 Million,high school
Didier Drogba,43,N/A,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/05/drogba_club.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Diakité Lalla),,$90 Million,
Zlatan Ibrahimovic,39,N/A,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Zlatan_Ibrahimovic.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$90 Million,
Ronaldinho,41,Brazil,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/ronaldinho-un-ancien-du-psg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Priscilla Coelho and Beatriz Souza),,$90 Million,
Andres Iniesta,36,Spain,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/01/Andres-Iniesta-iPhone-mobile-HD-Wallpaper.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married,,$86 Million,
Sergio Ramos,35,Spain,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Sergio-Ramos.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Partner (Pilar Rubio),"Sevilla Fútbol Club, S.A.D.",$80 Million,Graduate
Arjen Robben,36,N/A,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2022/03/nina-and-julianne.png?q=50&fit=crop&w=320&h=160&dpr=1.5 ,Married (Bernadien Eillert),,$80 Million,
Willian,31,Brazil,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/06/Willian.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Vanessa Martins),,$75 Million,
Rio Ferdinand,42,United kingdom,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/07/Rio-Ferdinand-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Rebecca Ellison),Blackheath Bluecoat School,$75 Million,Graduate
Rivaldo Vitor,47,Brazil,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/470992488-pele-rivelino-rivaldo-e-dijalminha-1441192935.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$74 Million,
Sergio Aguero,32,N/A,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/Sergio-Aguero.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Separated (Giannina Maradona),,$70 Million,
Luis Suarez,34,N/A,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Luis-Suarez.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Sofia Balbi),,$70 Million,
Zinedine Zidane,48,France,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Zinedine-Zidane.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Véronique Fernández),CREPS - Regional Centre for Sports and Physical Education in Aix-en-Provence,$70 Million,Graduate
Radamel Falcao,35,N/A,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/10/rf11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lorelei Taron),Colegio San Pedro Claver de Bucaramanga,$70 Million,Graduate
Yaya Toure,37,N/A,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Yaya_Touré.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$70 Million,
Juan Mata,31,Spain,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/03/Juan-Mata.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$63.4 Million,
David Luiz,32,Brazil,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/05/David-Luiz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Sara Madeira),,$62 Million,
Klaas-Jan Huntelaar,36,N/A,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/03/Klaas-Jan-Huntelaar.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Maddy Schoolderman),,$60.3 Million,
Andy Carroll,31,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/06/Andy-Carroll.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Billi Mucklow),Joseph Swan School,$60 Million,Graduate
Ryan Giggs,47,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/ryan-giggs-271734705.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Stacey Cooke),,$60 Million,
Fernando Torres,37,Spain,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Fernando-Torres.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Olalla Domínguez),Unknown,$60 Million,Graduate
Steven Gerrard,40,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/Steven-Gerrard.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Alex Curran),,$60 Million,
Thierry Henry,43,France,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Thierry_Henry_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Nicole Merry),Clairefontaine Academy,$60 Million,Graduate
Franck Ribery,38,France,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/04/d50c507b4433013d8cbf446bce105877f53a856d.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Wahiba Ribéry),,$60 Million,
Clarence Seedorf,43,N/A,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/02/Clarence-Seedorf.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Luviana),,$56.2 Million,
David Silva,35,Spain,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/David_Silva.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$55 Million,
Sol Campbell,46,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/05/le-roc-sol-campbell-s-occupait-de-la-charniere-centrale-et-refera-d-ailleurs-une-petite-pige-chez-les-gunners-en-2011_59504_wide.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Fiona Barratt),Lister Community School,$55 Million,Graduate
Robbie Keane,40,Ireland,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Robbie-Keane.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Claudine Palmer),,$55 Million,
Alan Shearer,50,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/alanshearer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lainya),"Gosforth High School, Central Middle School",$52.5 Million,high school
Raúl González Blanco,42,Spain,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/03/Raul_2011-08-03.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Mamen Sanz),,$51.7 Million,
Andrea Pirlo,41,Italy,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Andrea-Pirlo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Deborah Roversi),,$50 Million,
David Villa,39,Spain,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/David-Villa.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Patricia González),,$50 Million,
Luis Figo,47,N/A,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/04/Luis-Figo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Helen Svedin),,$50 Million,
Mesut Ozil,31,Germany,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/07/Mesut-Ozil-2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$50 Million,
Michael Owen,41,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2021/03/Michael_Owen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Louise Bonsall),Hawarden High School,$50 Million,high school
John Terry,40,United kingdom,soccer-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/John-Terry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Toni Terry),,$50 Million,
Esteban Cambiasso,39,N/A,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/11/Esteban-Cambiasso.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Separated (Claudia),,$49.2 Million,
Lassana Diarra,34,France,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/02/Lassana-Diarra1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$48.8 Million,
Robbie Fowler,46,United kingdom,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/05/Robbie-Fowler.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$46.5 Million,
Frank Lampard,42,United states,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Frank-Lampard.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Christine Bleakley),Brentwood School (GCSEs),$45 Million,Graduate
Joe Cole,39,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/05/87394101635923101223.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Carly Cole),"St. Aloysius College, Haverstock School",$45 Million,Graduate
Fabio Cannavaro,47,Italy,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/08/Fabio-Cannavaro.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Daniela Arenoso),,$45 Million,
Robinho,37,Brazil,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Robinho.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married ( Vivian Guglielmetti),,$45 Million,
Luke Shaw,24,United kingdom,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/11/Luke-Shaw.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$44.5 Million,
Roy Keane,49,N/A,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/Roy-Keane.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Theresa Doyle),,$44 Million,
Javi Martínez,31,Spain,soccer-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/02/Javi-Martínez_.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$42.4 Million,
Karim Benzema,33,France,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/12/Karim-Benzema.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Cora Gauthier),Olympique Lyonnais,$40 Million,Graduate
Ricardo Quaresma,37,N/A,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Ricardo-Quaresma.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Daphne Quaresma),,$40 Million,
Gerard Pique,34,Spain,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/01/gerard-pique.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Shakira),,$40 Million,
Edinson Cavani,34,N/A,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/07/Edinson-Cavani-2-1.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Maria Soledad Cabris),Asociación Uruguaya de Fútbol,$40 Million,Graduate
Javier Mascherano,36,N/A,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/01/Javier-Mascherano.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Fernanda Mascherano),,$40 Million,
Pablo Aimar,40,N/A,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/03/Pablo-Aimar.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Ana Belen),,$37.2 Million,
Petr Cech,38,N/A,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Petr-Cech.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Martina Dolejsova),,$36 Million,
Mario Balotelli,30,Italy,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Mario_Balotelli_Net_Worth1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Unknown,$35 Million,Graduate
Mario Gotze,27,Germany,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/10/mg1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$35 Million,
Gary Lineker,60,United kingdom,soccer-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/07/lineker.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Danielle Bux),City of Leicester Boys' Grammar School,$35 Million,Graduate
Peter Crouch,40,United kingdom,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/peter-crouch.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Abbey Clancy),Drayton Manor High School,$35 Million,high school
Michael Essien,38,N/A,soccer-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/05/michael-essien_115224_wide.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Akosua Puni),,$35 Million,
