Name,age,country,category,image,marital_status,Education,net_worth,Degree
Cameron Crowe,62,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Cameron-Crowe.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married Nancy Wilson (m. 1986–2010),,$35 Million,
John Carpenter,72,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/John-Carpenter.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Sandy King),Western Kentucky University and University of Southern California's School of Cinematic Arts,$35 Million,Graduate
George A. Romero,81,United states,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/George-A.-Romero.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$35 Million,
Ang Lee,66,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Ang-Lee.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jane Lin),National Taiwan University of Arts,$32 Million,Graduate
Sam Mendes,55,United kingdom,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Sam-Mendes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Alison Balsom),"University of Cambridge - Peterhouse, Magdalen College School",$30 Million,Graduate
Sofia Coppola,48,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/07/Sofia-Coppola.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Thomas Mars),Mills College and the California Institute of the Arts,$30 Million,Graduate
Guillermo del Toro,55,N/A,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/12/Guillermo-del-Toro.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Lorenza Newton),University of Guadalajara,$30 Million,Graduate
Oren Peli,51,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/09/Oren-Pelli.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$30 Million,
Matthew Vaughn,50,United kingdom,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/09/matthew-vaughn.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Claudia Schiffer),University College London,$30 Million,Graduate
Zack Snyder,55,United states,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/07/Zack-Snyder.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Deborah Snyder),Art Center College of Design,$28 Million,Graduate
Kevin Smith,49,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Kevin-Smith.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jennifer Schwalbach Smith),Henry Hudson Regional High School,$25 Million,high school
Julian Schnabel,68,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Julian-Schnabel.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,"Married Olatz López Garmendia, Jacqueline Schnabel",,$25 Million,
Antoine Fuqua,54,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Antoine-Fuqua.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lela Rochon),West Virginia University,$25 Million,Graduate
Diablo Cody,41,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Diablo-Cody.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Dan Maurio),"University of Iowa, Benet Academy",$25 Million,Graduate
Darren Aronofsky,50,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Darren-Aronofsky.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$22 Million,
David Yates,57,United kingdom,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/12/David-Yates.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Yvonne Walcott),University of Essex,$22 Million,Graduate
Pedro Almodovar,70,Spain,directors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Pedro-Almodovar.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$20 Million,
Jason Friedberg,48,United states,directors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Jason-Friedberg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$20 Million,
Aaron Seltzer,46,Canada,directors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Aaron-Seltzer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$20 Million,
David Mamet,72,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/11/David-Mamet.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Rebecca Pidgeon),"Francis W. Parker School, Goddard College",$20 Million,Graduate
Til Schweiger,57,Germany,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/11/ts11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$20 Million,
Baz Luhrmann,58,Australia,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/08/Baz-Luhrmann-21032459-1-402.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Catherine Martin),"St Joseph's Hasting Regional School, St Paul's College, Manly",$20 Million,Graduate
Jim Henson,84,United states,directors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/08/JH_04_07.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jane Henson),"University of Maryland, College Park",$20 Million,Graduate
Wayne Gretzky,60,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Wayne-Gretzky.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Janet Jones),,$200 Million,
Mario Lemieux,54,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/mariol.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Nathalie Asselin),,$150 Million,
Chris Pronger,45,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Chris-Pronger.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lauren),,$75 Million,
Joe Sakic,50,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/08/Joe-Sakic.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Debbie Metivier),,$70 Million,
Joe Thornton,40,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Joe-Thornton.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Tabea Pfendsack),,$70 Million,
Pavel Bure,50,Russia,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Pavel-Bure.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Alina Khasanova),,$70 Million,
Marian Gaborik,37,N/A,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Marian-Gaborik.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$64.1 Million,
Paul Kariya,45,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Paul-Kariya.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,University of Maine,$62 Million,Graduate
Keith Tkachuk,47,United states,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/08/Keith-Tkachuk.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Chantel Oster),Boston University,$60 Million,Graduate
Nicklas Lidstrom,49,N/A,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/12/Nicklas-Lidstrom.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Annika Lidstrom),,$60 Million,
Alexander Ovechkin,35,Russia,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/05/Alexander-Ovechkin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Anastasia Shubskaya),,$60 Million,
Phil Kessel,32,United states,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/04/Phil-Kessel_.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,University of Minnesota ,$59 Million,Graduate
Patrick Marleau,40,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Patrick-Marleau.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Christina Alvernaz),,$57.7 Million,
Jason Spezza,36,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/01/Jason-Spezza.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jennifer Snell),,$55.9 Million,
Martin Brodeur,47,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/12/brodeur_martin_1340px.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Genevieve Nault),,$55 Million,
Wade Redden,42,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Wade-Redden.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Danica Topolnisky),,$53 Million,
Brian Leetch,51,United states,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/09/Brian-Leetch.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Mary Beth),Boston College,$50 Million,Graduate
Daniel Briere,42,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/08/Daniel-Brière.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Misha Harrell),Collège Saint-Alexandre,$50 Million,Graduate
Brad Richards,39,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Brad-Richards.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Rechelle Jenkins),Athol Murray College of Notre Dame,$50 Million,Graduate
Steve Yzerman,54,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/06/Steve-Yzerman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lisa Brennan),,$50 Million,
Thomas Vanek,36,N/A,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Thomas-Vanek.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Ashley),,$48.2 Million,
Pavel Datsyuk,41,Russia,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/09/Pavel-Datsyuk.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Svetlana),,$47 Million,
Brian Campbell (NHL),40,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/09/Brian-Campbell.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lauren Miller),Canterbury High School,$45 Million,high school
Alexei Yashin,46,Russia,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Alexei-Yashin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Carol Alt),,$45 Million,
Ryan Suter,35,United states,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/06/Ryan-Suter.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Becky Palmer),Culver Military Academy,$45 Million,Graduate
Patrick Roy (NHL),54,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/06/patrickroy.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorce (Michèle Piuze),,$45 Million,
Vincent Lecavalier,40,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/11/vl1.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married ,Athol Murray College of Notre Dame,$45 Million,Graduate
Brian Rafalski,47,United states,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Brian_Rafalski.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Felicity Rafalski),University of Wisconsin-Madison,$45 Million,Graduate
Mark Recchi (NHL),51,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/Marc_Recchi_in_2006.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Kimberly Lazur),,$44 Million,
Shane Doan,43,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/07/Shane-Doan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Andrea),,$43 Million,
Mark Messier,59,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/07/Mark-Messier.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Kim Clark),,$42 Million,
Niklas Backstrom,41,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/FIGHTPLAY_niklas_backstrom_snyggbild.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$40 Million,
Nicklas Backstrom,32,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/ox281254761883342585.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$40 Million,
Henrik Sedin,40,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/VAN_8467876_Sedin_Henrik.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Johanna Sedin),,$40 Million,
Sergei Fedorov,51,Russia,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Sergei-Fedorov.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Anna Kournikouva),1 (Aleksandra Fedorova),$40 Million,Graduate
Jaromir Jagr,49,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Jaromir-Jagr.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$40 Million,
Dany Heatley,39,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/01/Dany-Heatley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,University of Wisconsin-Madison,$38.6 Million,Graduate
Eric Staal,35,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/12/Eric-Staal.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Tanya Staal),,$38 Million,
Bobby Holik,49,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Bobby-Holik.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married ,,$36 Million,
Michael Cammalleri,37,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/08/Michael-Cammalleri.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jennifer Bernaudo),University of Michigan,$36 Million,Graduate
Martin Havlat,38,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Martin-Havlat.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$36 Million,
Scott Gomez,40,United states,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Scott-Gomez.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$36 Million,
Todd Bertuzzi,44,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/08/Todd-Bertuzzi.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Julie),,$36 Million,
Roberto Luongo,42,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/04/RobertoLuongo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Gina Cerbone),Antoine de St-Exupéry High School,$36 Million,high school
Henrik Lundqvist,39,N/A,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/01/Henrik-Lundqvist.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Therese Andersson),,$35 Million,
Teemu Selanne (NHL),49,N/A,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/04/a9d71fe9f7322c7d164b49a1d93dc052.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Silpa),,$35 Million,
Bobby Orr,73,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Bobby-Orr.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Margaret Louise Wood),R. S. McLaughlin High School,$35 Million,high school
Paul Stastny,34,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Paul-Stastny.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,University of Denver,$34.8 Million,Graduate
Markus Naslund,46,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Markus-Naslund3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lotta),,$33 Million,
Jason Pominville,37,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/07/Jason-Pominville.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Kim),,$31 Million,
Mats Sundin (NHL),48,N/A,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/05/1322752-img-sport-hokej-nhl-sundin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Josephine Johansson),,$31 Million,
Theoren Fleury,51,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Theoren-Fleury.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jennifer Fleury),Andy Murray Hockey School,$30 Million,Graduate
Sidney Crosby,33,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/06/Penscrosby1205.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Harrison Trimble High School,$30 Million,high school
Mikko Koivu,36,N/A,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/09/Mikko-Koivu.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Helena Kipper),,$30 Million,
Brent Burns,34,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Brent-Burns.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Susan Holder),,$30 Million,
Ryan Getzlaf (NHL),34,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/04/1440904-1495-in.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Robert Usher Collegiate,$30 Million,Graduate
Mike Fisher,40,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/11/Mike-Fisher.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Carrie Underwood),,$30 Million,
Marc Savard,43,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/11/Marc-Savard-Widescreen-Wallpaper-HockeyWallpapers.net-.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$30 Million,
Scott Niedermayer,47,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/20111113-Niedermayer-lg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lisa Niedermayer),,$30 Million,
Eric Lindros,48,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Eric-Lindros.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Kina Lamarche),,$30 Million,
Adrian Aucoin,46,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/10/Adrian-Aucoin.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Caroline),,$26.6 Million,
Zdeno Chara,42,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2022/02/Wendy-Williams.jpg?q=50&fit=crop&w=320&h=160&dpr=1.5 ,Married (Tatiana Biskupicová),Algonquin College,$26 Million,Graduate
Valtteri Filppula (NHL),35,N/A,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/10/Valtteri-Filppula.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$25 Million,
Milan Michalek,35,N/A,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Milan-Michalek.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Marriage (Karen Michalek),,$25 Million,
Andrew Ladd,34,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/06/Andrew-Ladd.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Brandy Johnson),,$25 Million,
Evgeni Malkin,34,Russia,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Evgeni-Malkin1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Alicia Spence),,$25 Million,
Joe Pavelski,35,United states,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Joe-Pavelski.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Sarah),University of Wisconsin,$24 Million,Graduate
Dennis Wideman,36,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/12/Dennis-Wideman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$24 Million,
Shea Weber (NHL),34,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/05/shea-weber-9f10dc611f86284a.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$24 Million,
Claude Giroux,32,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Claude-Giroux.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Béatrice-Desloges High School,$23 Million,high school
Dominik Hasek (NHL),55,N/A,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/ap-nhl-awards-dominik-hasek-4_3_rx812_c1080x810.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Alena),University of Hradec Králové,$23 Million,Graduate
Milan Lucic,31,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/07/Milan-Lucic.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Brittany Carnegie),,$22.5 Million,
Kris Letang,32,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/09/Kris-Letang.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Catherine Laflamme),,$22 Million,
Nathan Horton,34,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/06/Nathan-Horton.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Tammy Plante),,$22 Million,
Nikolai Khabibulin (NHL),47,Russia,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/05/111837468.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Viktoria),,$22 Million,
Nick Schultz,37,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Nick-Schultz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jessica Dibb),,$21.8 Million,
Chris Gratton,44,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/09/Chris-Gratton.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Stephanie Gratton),,$21 Million,
Ray Bourque (NHL),59,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/88719151.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Christianne),,$20 Million,
Marc Andre Fleury,36,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/08/Marc-Andre-Fleury.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Véronique LaRose),University of Pittsburgh,$20 Million,Graduate
Tim Thomas,47,United states,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Thomas_Tim_2010-11Head_Credit-Steve-Babineau-NHLI-via-Getty-Images.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Melissa Thomas),University of Vermont ,$20 Million,Graduate
Ray Whitney,47,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/12/Ray-Whitney.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Brijet),,$19.9 Million,
Tobias Enstrom,35,N/A,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/10/Tobias-Enstrom.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$19.5 Million,
Peter Forsberg (NHL),46,N/A,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/05/621188.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Nicole Nordin),,$19 Million,
Jarome Iginla (NHL),42,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/05/iginla_jarome_1340px.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Kara),,$18 Million,
Martin St. Louis (NHL),44,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/nhl_newarrivals_11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Heather),University of Vermont,$18 Million,Graduate
Filip Kuba,43,N/A,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/12/Filip-Kuba.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Iveta Kubova),,$17.8 Million,
John Tavares (NHL),29,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/10/John-Tavares-NHL.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,St. Thomas Aquinas Catholic Secondary School,$17 Million,Graduate
Andrew Ference,40,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Andrew-Ference.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Krista Bradford),,$16.5 Million,
Erik Karlsson,29,N/A,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/10/Erik-Karlsson.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Therese),,$16.5 Million,
Saku Koivu (NHL),45,N/A,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/04/a9094442322b5bcd99f9fe7251fe9da9.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Hanna),,$16 Million,
Ryan O'Reilly,28,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Ryan-OReilly_.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$15.4 Million,
Matt Moulson,36,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Matt-Moulson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Alicia Backman),Cornell University,$15.3 Million,Graduate
Jamie Benn,30,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/10/Jamie-Benn.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Stelly's Secondary School,$15 Million,Graduate
Alex Burrows,38,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/08/Alex-Burrows.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Nancy Roy),,$15 Million,
Victor Hedman,29,N/A,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/10/Victor-Hedman.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$14 Million,
Olli Jokinen (NHL),41,N/A,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/04/Jokinen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Katerina),,$14 Million,
Henrik Zetterberg,39,N/A,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/08/Henrik-Zetterberg.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Emma Andersson),,$13 Million,
